AÑO,TRIMESTRE,PROVEEDOR,DEPARTAMENTO,MUNICIPIO,CABECERA MUNICIPAL,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTUTA 4G,COBERTURA LTE,COBERTURA 5G
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,EL SUDÁN,S,S,S,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARENAL,S,ARENAL,S,S,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAHATES,N,MALAGANA,S,S,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,LA SIERRA,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,EL POZÓN,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,TASAJERA,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SAN SEBASTIÁN DE BUENAVISTA,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,EL SALADO,N,N,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA COITA,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,EL GUAMO,S,S,N,N,N,N
2020,1,AVANTEL S.A.S,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,LA VICTORIA,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SANTA TERESITA,S,N,N,N,N,N
2019,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN PABLO,N,EL CARMEN,S,S,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,SANTAFÉ DE ICOTEA,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,ROBLES,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,LA MONTAÑA,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,ANIMAS BAJAS,S,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,COYONGAL,S,S,S,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,FLAMENCO,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,LA PALMA,S,N,N,N,N,N
2019,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,N,BARRANCA NUEVA,S,S,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ZAMBRANO,S,ZAMBRANO,S,S,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LOS PIÑONES,N,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,RETIRO NUEVO,S,S,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,LA ENEA,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SOPLAVIENTO,S,SOPLAVIENTO,S,S,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,LA RIBONA,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LA JAGUA,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ISLAS DEL ROSARIO,S,S,S,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,EL RAIZAL,S,S,N,N,N,N
2017,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SANTA ROSA,S,SANTA ROSA,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,VIDA TRANQUILA,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,LA CURVA,S,S,S,N,S,N
2016,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,MANZANILLO DEL MAR,N,S,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,GUAMO,N,N,N,N,N,N
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,N,S,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,PRIMERO DE JULIO,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,ANIMAS BAJAS,N,N,N,N,N,N
2017,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CICUCO,S,CICUCO,S,S,S,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PROVIDENCIA,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,BARRANCO DE LOBA,N,LOS CERRITOS,N,N,N,N,N,N
2017,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,EL PEÑÓN,S,EL PEÑÓN,S,S,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,COROCITO,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,NUEVA FLORIDA,N,N,N,N,N,N
2016,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CALAMAR,S,CALAMAR,S,S,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,S,SANTA ROSA DEL SUR,S,S,S,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARENAL,N,SANTO DOMINGO,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,N,EL GATO,S,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,CANDELARIA,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SAN IGNACIO,N,N,N,N,N,N
2018,4,AVANTEL S.A.S,BOLÍVAR,SAN PABLO,S,SAN PABLO,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ARROYO DE LAS CANOAS,S,N,N,N,N,N
2020,3,AVANTEL S.A.S,BOLÍVAR,ALTOS DEL ROSARIO,S,ALTOS DEL ROSARIO,N,N,N,N,N,N
2020,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,TURBACO,S,TURBACO,N,N,N,N,S,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,GAMBOTE,S,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,LA PISTA,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,ARRAYANES,S,S,N,N,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,S,S,S,N,N,N
2020,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAGANGUÉ,N,CASCAJAL,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,SANTA LUCÍA,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,BOYACÁ,S,S,N,N,N,N
2019,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,N,S,S,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,LAS CONCHITAS,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN CRISTÓBAL,N,LAS CRUCES,S,S,N,N,N,N
2018,1,AVANTEL S.A.S,BOLÍVAR,MAHATES,S,MAHATES,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,S,HATILLO DE LOBA,S,S,S,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,VILLA FLOR,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LA TRAVESÍA,N,N,N,N,N,N
2016,4,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,S,ALTOS DEL ROSARIO,S,S,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,PUEBLO NUEVO CERRO DE JULIO,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,EL VARAL,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,PUERTO COCA,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,LOS CORONCOROS,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CLEMENCIA,N,LAS CARAS,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,VILLANUEVA,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,N,GAMERO,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CHILLOA,S,S,S,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,LA SUPREMA,N,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,PALENQUITO,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,EL RECREO,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,S,CÓRDOBA,S,S,N,N,S,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,EL DIQUE,S,S,N,N,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARJONA,S,ARJONA,S,S,S,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO DEL CAUCA,N,LA RAYA,S,S,S,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,JESÚS DEL MONTE,N,N,N,N,N,N
2016,4,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,SAN MARTÍN DE LOBA,S,SAN MARTÍN DE LOBA,S,S,S,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,BARRANCO DE LOBA,N,RIONUEVO,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,LA PASCUALA,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PALENQUILLO,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,CHIMI,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,N,YUCAL,S,S,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,SANTA LUCÍA,S,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,S,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,BAJO GRANDE,N,N,N,N,N,N
2016,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAHATES,S,MAHATES,S,S,S,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,N,COBADILLO,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,ROBLES,N,N,N,N,N,N
2017,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,EL CARMEN DE BOLÍVAR,S,S,S,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN ESTANISLAO,S,SAN ESTANISLAO,S,S,S,N,S,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,LA RIBONA,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,AGUASUCIA,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,N,PAMPANILLO,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO DEL CAUCA,S,SAN JACINTO DEL CAUCA,S,S,S,N,S,N
2016,2,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,MAHATES,N,SAN BASILIO DE PALENQUE,N,S,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,REGIDOR,N,PIÑAL,S,S,N,N,N,N
2017,3,AVANTEL S.A.S,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,SANTO DOMINGO,N,N,N,N,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,BARÚ,N,S,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,SAN IGNACIO,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,JUANA SÁNCHEZ,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,BARÚ,S,S,S,N,S,N
2015,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ARROYO DE PIEDRA,S,S,S,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,CAÑABRAVAL,N,N,N,N,N,N
2015,4,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,S,N,N,N
2015,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,N,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,DOÑA JUANA,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,S,SAN PABLO,S,S,S,N,S,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ARROYO DE LAS CANOAS,S,S,S,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,S,S,S,N,S,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,MURIBA,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,N,PAMPANILLO,S,S,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,LA BOQUILLA,S,S,N,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,LAS FLORES,S,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PUNTA CANOA,S,S,S,N,S,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,PUERTO BADEL (CAÑO SALADO),S,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LA RINCONADA,S,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA LUCÍA,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CICUCO,N,LA PEÑA,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,SAN CRISTÓBAL,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TURBACO,N,CAÑAVERAL,S,S,S,N,N,N
2018,4,AVANTEL S.A.S,BOLÍVAR,SAN JACINTO DEL CAUCA,S,SAN JACINTO DEL CAUCA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,LAS MARÍAS,N,N,N,N,N,N
2016,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,N,CASCAJAL,S,S,S,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,N,CRUZ DEL VIZO,S,S,S,N,S,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ARROYO DE LAS CANOAS,S,S,S,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,S,TIQUISIO,S,S,S,N,S,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO DEL CAUCA,N,TENCHE,S,S,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA ROSA DEL SUR,S,SANTA ROSA DEL SUR,S,S,N,N,S,N
2019,3,AVANTEL S.A.S,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,PUERTO KENNEDY,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LAS BOQUILLAS,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,EL CARAÑO,N,N,N,N,N,N
2016,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MORALES,S,MORALES,S,S,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PARAÍSO SINCERÍN,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,VILLA URIBE,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,MANZANILLO DEL MAR,S,S,S,N,S,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,SANTO DOMINGO,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,SANTA ISABEL,N,N,N,N,N,N
2016,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CALAMAR,S,CALAMAR,S,S,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SAN ANTOÑITO,N,N,N,N,N,N
2018,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CARTAGENA,N,LA BOQUILLA,N,N,N,N,S,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,PUEBLONUEVO,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,LAS PAVAS,N,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,MACAYEPOS,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,SAN LUCAS,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,NUEVA ESPERANZA,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CAUSADO,N,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,S,CARTAGENA,S,S,N,N,S,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,CERRO AZUL,N,N,N,N,N,N
2019,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARENAL,S,ARENAL,S,S,S,N,N,N
2020,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,EL CARMEN DE BOLÍVAR,N,N,N,N,S,N
2016,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN JACINTO,S,SAN JACINTO,S,S,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,N,COBADILLO,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,BAJO GRANDE,S,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PONTEZUELA,S,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,EL CARMEN,S,S,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,CARACOLÍ GRANDE,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LA LOBATA,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,BOTÓN DE LEIVA,S,N,N,N,N,N
2016,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,S,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,N,LAS NIEVES,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,N,GAMERO,S,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,FÁTIMA,S,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,BOCA DE SAN ANTONIO,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LA LOBATA,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,EL RETIRO,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,SAN ANDRÉS,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,VILLANUEVA,N,ZIPACOA,S,S,N,N,N,N
2017,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SITIO NUEVO,N,N,N,N,N,N
2019,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,EL CARMEN DE BOLÍVAR,S,S,N,N,S,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL SENA,S,S,S,N,N,N
2017,2,AVANTEL S.A.S,BOLÍVAR,MAGANGUÉ,S,MAGANGUÉ,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,RETIRO NUEVO,S,S,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,N,CASTAÑAL,N,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,S,CARTAGENA,S,S,S,N,S,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,S,MORALES,S,S,S,N,S,N
2016,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TIQUISIO,S,TIQUISIO,S,S,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,N,CASTAÑAL,N,N,N,N,N,N
